0,0.1
0.05,0.1
0.1,0.1
0.15,0.1
0.2,0.1
0.25,0.1
0.3,0.1
0.35,0.1
0.4,0.1
0.45,0.1
0.5,0.1
0.55,0.1
0.6,0.1
0.65,0.1
0.7,0.1
0.75,0.1
0.8,0.1
0.85,0.1
0.9,0.1
0.95,0.1
1,0.1
0.95,0.1
0.9,0.1
0.85,0.1
0.8,0.1
0.75,0.1
0.700000000000001,0.1
0.650000000000001,0.1
0.600000000000001,0.1
0.550000000000001,0.1
0.500000000000001,0.1
0.450000000000001,0.1
0.400000000000001,0.1
0.350000000000001,0.1
0.300000000000001,0.1
0.250000000000002,0.1
0.200000000000002,0.1
0.150000000000002,0.1
0.100000000000002,0.1
0.050000000000002,0.1
0,0.1
